Track ID,Titel,Artist,ISRC,Popularity
7EuTFqQnMZoIaGisMRCtf6,Flashed Junk Mind,Milky Chance,DEL211300732,0
4UOXo3xWnxYdTf3sFyRaUG,500 PS,"Bonez MC, RAF Camora",DEUM71803991,67
7FjZU7XFs7P9jHI9Z0yRhK,So Close,"NOTD, Felix Jaehn, Captain Cuts, Georgia Ku",SEUM71800604,68
6FeTled691bl3j2Npf7oo8,Azukita,"Steve Aoki, Daddy Yankee, Play-N-Skillz, Elvis Crespo",USUS11800002,58
41CgzGD7xlgnJe14R4cqkL,Paris in the Rain,Lauv,GBWWP1703276,3
2ZmCYW6bxYtvkthFexIFXL,La Camisa Negra,Juanes,USUL10400965,59
52vA3CYKZqZVdQnzRrdZt6,The Times They Are A-Changin',Bob Dylan,USSM10007452,74
5BviN9XWqCYE88AOJg6nEK,100,"The Game, Drake",DEA451509290,0
5jyUBKpmaH670zrXrE0wmO,Reload - Radio Edit,"Sebastian Ingrosso, Tommy Trash, John Martin",GBJ4B1300159,70
2gSVKxPDww9Eep5rdvtdem,My Way,Limp Bizkit,USIR10001177,79
2EC9IJj7g0mN1Q5VrZkiYY,Rebel Rebel - 2016 Remaster,David Bowie,USJT11600006,71
2wVDWtLKXunswWecARNILj,SOLO,JENNIE,KRA401800139,72
20MuVazoNMv6xjKPnRFOxG,WAKE UP,Travis Scott,USSM11806665,68
1fewSx2d5KIZ04wsooEBOz,Space Cadet (feat. Gunna),"Metro Boomin, Gunna",USUG11802484,80
0AluA5RNsa4Cx6XRhf2hWZ,10 Freaky Girls (with 21 Savage),"Metro Boomin, 21 Savage",USUG11802481,76
156LzfvMNKuXuiot4uzhGD,No Complaints (feat. Offset & Drake) (Bonus),"Metro Boomin, Offset, Drake",USUG11700928,67
1Ci4wASMY4xtKVMeHA6Sd5,through the late night,Travis Scott,USSM11607550,67
1cZlBZwnwGPtYeRIeQcoFh,wonderful,Travis Scott,USSM11600033,66
1SGt65i9AnXYdDQt1AtDRH,3500 (feat. Future & 2 Chainz),"Travis Scott, Future, 2 Chainz",USSM11500911,71
119c93MHjrDLJTApCVGpvx,C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,USRC19300133,76
2jfCy43LsFbCQoB6HyetlY,Let Me Love You (feat. Chris Crone),"SJUR, Chris Crone",NOAJR1600064,46
5EYdTPdJD74r9EVZBztqGG,The Bad Touch,Bloodhound Gang,USIR19902530,75
5yV2jwp1AZnulVkiWEorq7,Mi Cama - Remix,"KAROL G, J Balvin, Nicky Jam",USUM71809354,50
7sFYVcKSb24qg0dAkqLEFj,Mi Cama,KAROL G,USUM71806196,58
3fVnlF4pGqWI9flVENcT28,Wildest Dreams,Taylor Swift,USCJY1431379,76
71PmZqBXH0RUETqxpwlV0w,Style,Taylor Swift,USCJY1431319,58
0TvQLMecTE8utzoNmvXRbK,Bad Blood,Taylor Swift,USCJY1431369,73
4IYKjN1DrYzxKXt0umJqsG,I Got 5 On It,"Luniz, Michael Marshall",USVI29500016,77
71iAechwVKGu26pahzFL0k,Cuando Nadie Ve,Morat,ES5701800456,80
7M6CFruBrM5x7u0lTMtm6r,Cómo Te Atreves,Morat,ES5701501180,77
05CrK6Q5VGtfPDtyQFJ4Kf,Sad Song (feat. Elena Coats),"We The Kings, Elena Coats",QMGKG1300017,1
6zMUIb4uce1CzpbjR3vMdN,Foolish,Ashanti,USDJ20200199,77
3hLcmoGgN8BCqw58ZB6pxa,RGF Island,Fetty Wap,QMCE31500318,53
2tPcTFiQF9MbVUyjZ3zDhA,Paramedic!,SOB X RBE,USUM71714105,63
3hKPfWwm32Nv7Xj57lrxeC,FEEL.,Kendrick Lamar,USUM71703082,46
4uoumbAMEMaKdtiv763jKz,TG4M,Zara Larsson,USSM11701002,47
7GonnnalI2s19OCQO1J7Tf,Kickstart My Heart,Mötley Crüe,USBY29900215,12
7ojH6H4wE6XJNgzU4uvNc8,A Partir De Hoy,"David Bisbal, Sebastian Yatra",ES5701800067,50
2vrpcQNg6itmgVZWsNjWe0,Un Año,"Sebastian Yatra, Reik",USUM71821048,71
3QTDzwSkRW04FVPo6COm0H,You're Such A,Hailee Steinfeld,USUM71517731,59
0KMGxYKeUzK9wc5DZCt3HT,If You Leave Me Now,Chicago,USRH10285535,80
4VbDJMkAX3dWNBdn3KH6Wx,Helena Beat,Foster The People,USSM11005693,67
4KFM3A5QF2IMcc6nHsu3Wp,Englishman In New York,Sting,USAM18700040,76
3g4UyIcQwutiG0TfW32GnX,Esclavo de Tus Besos,"Manuel Turizo, Ozuna",QZDYA1800006,58
31M5m42C3EGlbydf9XB5to,Duro y Suave,"Leslie Grace, Noriel",USSD11700398,61
3OnOomd79OjqSYHchCQ6ht,Notice Me,"Migos, Post Malone",USUM71800988,64
204U3zjm9kkzX25Pr4Rdld,Kelly Price (feat. Travis Scott),"Migos, Travis Scott",QMCE31600882,1
0GCXZmk0Uf74BdgWl0GaX2,I’m So Sorry,Imagine Dragons,USUM71417931,52
359lSGQwvAM3aZA5UNwqiQ,If You Ever Wanna Be In Love - James Bay Spotify Session 2015,James Bay,USUM71510628,62
7rvyVWja33WG9R97oeJAjx,Envy Me,Calboy,USHM91813257,64
6uFn47ACjqYkc0jADwEdj1,Pop Out (feat. Lil Tjay),"Polo G, Lil Tjay",USQX91900309,77
2gwkD6igEhQbDQegRCcdoB,Suge,DaBaby,USUM71902966,70
1JO1xLtVc8mWhIoE3YaCL0,Happy Together,The Turtles,USA560587940,77
4fXGWiVhlOLdhwRDP6pIFG,Lemon Tree,Fools Garden,DEAF70927221,3
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,USWB19901214,88
5MMnwYs0hIxkENRsbkWJ2G,Smoke On The Water - Remastered 2012,Deep Purple,GBDXG1200006,74
3zEN0ii6s4DHHBpnTp3RP7,We Are The People,Empire Of The Sun,AUEI10800041,87
4UCTgh5jvtqoaMX6MAhUNn,Personal Jesus - Single Version,Depeche Mode,GBAJH9800145,72
0qi4b1l0eT3jpzeNHeFXDT,Just Can't Get Enough,Depeche Mode,GBAJH0600205,76
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - 2005 Remaster,"Eurythmics, Annie Lennox, Dave Stewart",GBARL0300589,85
7iN1s7xHE4ifF5povM6A48,Let It Be - Remastered 2009,The Beatles,GBAYE0601713,81
0aym2LBJBk9DAYuHHutrIl,Hey Jude - Remastered 2015,The Beatles,GBUM71505902,73
3BQHpFgAp4l80e1XslIjNI,Yesterday - Remastered 2009,The Beatles,GBAYE0601477,78
5ZBeML7Lf3FMEVviTyvi8l,Twist And Shout - Remastered 2009,The Beatles,GBAYE0601423,78
69QHm3pustz01CJRwdo20z,Hells Bells,AC/DC,AUAP08000041,78
0C80GCp0mMuBzLf3EAXqxv,Shoot to Thrill,AC/DC,AUAP08000042,77
7LRMbd3LEoV5wZJvXT1Lwb,T.N.T.,AC/DC,AUAP07600012,81
2xYlyywNgefLCRDG8hlxZq,"Take Me Home, Country Roads - Rerecorded",John Denver,USA370529726,2
3koCCeSaVUyrRo3N2gHrd8,Let's Groove,"Earth, Wind & Fire",USSM18100641,83
6ztstiyZL6FXzh4aG46ZPD,Boogie Wonderland,"Earth, Wind & Fire, The Emotions",USSM19922860,82
7Cuk8jsPPoNYQWXK9XRFvG,September,"Earth, Wind & Fire",USSM17800845,66
6nzXkCBOhb2mxctNihOqbb,Bad Girls,M.I.A.,USUG11200143,76
05wIrZSwuaVWhcv5FfqeH0,Walking On Sunshine,Katrina & The Waves,USCA28500452,81
6OnfBiiSc9RGKiBKKtZXgQ,We Built This City,Starship,USRC18503424,79
3X7uFMzJrEE0sxn62qd8Ch,Nothing's Gonna Stop Us Now,Starship,USRC18702968,84
6HvUYS1xDfTCGWoeVrv3XS,Dammit,blink-182,USCR29752442,66
0QKfiqpEU4h9ycPSzIFwYe,Maniac,Michael Sembello,USPR38302462,80
4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,Cyndi Lauper,USSM18300548,84
7o9uu2GDtVDr9nsR7ZRN73,Time After Time,Cyndi Lauper,USSM18300650,82
1F9NVicWfNQA5ki8WmEtk8,Crazy Little Thing Called Love,Queen,GBUM71029612,57
5WZDLZVCvY1rEyNir6k8Pg,The Show Must Go On,Queen,GBUM71106221,64
4vhVDkSx9RSb2k6mWFMYNI,You're My Best Friend - Remastered 2011,Queen,GBUM71029609,70
2TxCwUlqaOH3TIyJqGgR91,Mamma Mia,ABBA,SEAYD7501010,81
5Wj1rJnCLpMHdLaxsFtJLs,Bennie And The Jets - Remastered 2014,Elton John,GBUM71304955,78
1ot6jEe4w4hYnsOPjd3xKQ,I'm So Excited,The Pointer Sisters,USRC18203285,76
44AyOl4qVkzS48vBsbNXaC,Can't Help Falling in Love,Elvis Presley,USRC16101350,82
4gphxUgq0JSFv2BCLhNDiE,Jailhouse Rock,Elvis Presley,USRC15705223,69
1H5IfYyIIAlgDX8zguUzns,Suspicious Minds,Elvis Presley,USRC16901355,77
7Ewz6bJ97vUqk5HdkvguFQ,Heaven,Bryan Adams,USAM18490004,84
1Eb90nmqTrxylKFhcUzW8P,(Everything I Do) I Do It For You,Bryan Adams,USAM19190012,79
06hsdMbBxWGqBO0TV0Zrkf,Cotton Eye Joe,Rednex,DEA319600881,76
4xHWH1jwV5j4mBYRhxPbwZ,Time - 2011 Remastered Version,Pink Floyd,GBN9Y1100079,27
7vWFaMq63AwkFDhS2OAg5u,The Time (Dirty Bit),Black Eyed Peas,USUM71026190,75
1vxw6aYJls2oq3gW0DujAo,Crazy,Gnarls Barkley,GBAHT0600202,78
62AuGbAkt8Ox2IrFFb8GKV,Sweet Caroline,Neil Diamond,USMC16991138,79
0TI8TP4FitVPoEHPTySx48,Iron Man,Black Sabbath,GBAJE7000085,7
3cfOd4CMv2snFaKAnMdnvK,All Star,Smash Mouth,USIR19902220,81
3Cx4yrFaX8CeHwBMReOWXI,We Didn't Start the Fire,Billy Joel,USSM18900217,80
5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,Billy Joel,USSM18300270,85
0cGG2EouYCEEC3xfa0tDFV,Tainted Love,Soft Cell,GBF088100017,81
2bCQHF9gdG5BNDVuEIEnNk,Smooth Criminal - 2012 Remaster,Michael Jackson,USSM11204989,75
46eu3SBuFCXWsPT39Yg3tJ,Don't Stop 'Til You Get Enough,Michael Jackson,USSM17900816,80
7oOOI85fVQvVnK5ynNMdW7,Rock with You - Single Version,Michael Jackson,USSM17900817,82
0sKlV58cODrjxGFOyf9IXY,The Way You Make Me Feel - 2012 Remaster,Michael Jackson,USSM11204981,72
5lA3pwMkBdd24StM90QrNR,P.Y.T. (Pretty Young Thing),Michael Jackson,USSM19902993,65
3Ud6fFep5ZlXzRWw6Sm8no,Walk Of Life,Dire Straits,GBF088500675,4
4uLU6hMCjMI75M1A2tKUQC,Never Gonna Give You Up,Rick Astley,GBARL9300135,11
2gE95JskwQ1pCACTpGe1Db,Down On The Corner,Creedence Clearwater Revival,USC4R0817613,74
2QfiRTz5Yc8DdShCxG1tB2,Johnny B. Goode,Chuck Berry,USMC15719963,77
2Gy7qnDwt8Z3MNxqat4CsK,Wouldn't It Be Nice,The Beach Boys,USCA20000220,69
5t9KYe0Fhd5cW6UYT4qP8f,Good Vibrations - Remastered 2001,The Beach Boys,USCA20100360,74
6A9mKXlFRPMPem6ygQSt7z,Three Little Birds,Bob Marley & The Wailers,USIR27700016,7
5O4erNlJ74PIF6kGol1ZrC,Could You Be Loved,Bob Marley & The Wailers,USIR28000016,86
6JRLFiX9NJSoRRKxowlBYr,Is This Love,Bob Marley & The Wailers,USIR27800259,81
2HcyIzVsX45jLIxK7SH2aI,One Love / People Get Ready - Medley,Bob Marley & The Wailers,GBAAN7790002,2
7BfW1eoDh27W69nxsmRicb,Buffalo Soldier,Bob Marley & The Wailers,USIR28300004,75
4zn0kScuV9Oj28d4g9CQQs,Jamming,Bob Marley & The Wailers,USIR27700013,2
26PwuMotZqcczKLHi4Htz3,Redemption Song,Bob Marley & The Wailers,USIR28000018,73
423hwXFgoN8RYmqLoLuVvY,"No Woman, No Cry - Live At The Lyceum, London/1975",Bob Marley & The Wailers,USIR17590002,68
6qspW4YKycviDFjHBOaqUY,Waterfalls,TLC,USLF29400133,78
0sNKiz82ATCvT3f3XVVUUj,Why Don't You Get A Job,The Offspring,USSM19804369,77
2qLVJHteiZf84Lt46yoZZ9,"You're Gonna Go Far, Kid",The Offspring,USSM10801605,43
4EchqUKQ3qAQuRNKmeIpnf,The Kids Aren't Alright,The Offspring,USSM19804363,84
3SFXsFpeGmBTtQvKiwYMDA,Pretty Fly (For A White Guy),The Offspring,USSM19804199,80
6EsBn1Md8C5YdbCzvwvZq8,Self Esteem,The Offspring,USEP40312208,7
2wRkBumdItthjYP9XknImg,Está Rico,"Marc Anthony, Will Smith, Bad Bunny",USSD11800332,62
7mnGQesk1TzQLzQ9bYWZPR,She's so High,Tal Bachman,USSM19802720,75
5xC8uOesnn0udeXAYlAnoY,Alright,Supergrass,GBAYE9500044,5
3AA8xNhDC0MpqwkGX3EP5V,If I Ever Feel Better,Phoenix,FRS639900098,69
7zkDEBSxkcBVsStS4qBFpK,Lisztomania,Phoenix,FR31Q0900001,3
1mvyqSb1tOvtVP1qfWEyPa,1901,Phoenix,FR31Q0900002,3
1pKYYY0dkg23sQQXi0Q5zN,Around the World,Daft Punk,GBDUW0600009,75
1qCQTy0fTXerET4x8VHyr9,What A Wonderful World,Louis Armstrong,USMC16758823,2
6GQ3WTaNHMFlVmN4burGat,Butterfly,Crazy Town,USSM19911429,67
7uHO4AmKtyGa5v5fsElGoC,You Spin Me Round (Like a Record),Dead Or Alive,GBBBM8502013,5
2i63MeQVdPuLvDH4EdaqXO,Undercover Martyn,Two Door Cinema Club,FRU700900115,1
0A4PZuepTcIQVvA5m7R0M1,Don't You (Forget About Me) - Remastered,Simple Minds,GBAAA0100587,12
1UBQ5GK8JaQjm5VbkBZY66,Sharp Dressed Man - 2008 Remaster,ZZ Top,USWB10702682,12
0PSXPjIGscYv1mlPDxCOzy,99 Problems,JAY-Z,USDJ20301460,0
4GdYM1hIvRfK8keBF2eQ1a,Inside Out (feat. Charlee),"The Chainsmokers, Charlee",USQX91600467,39
2cP37n7TZEe0oBxCbZu0KA,New Slang,The Shins,USSUB0311671,0
0iOZM63lendWRTTeKhZBSC,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,USSM16800379,77
5y788ya4NvwhBznoDIcXwK,The Sound of Silence - Acoustic Version,Simon & Garfunkel,USSM16401419,74
6QhXQOpyYvbpdbyjgAqKdY,Cecilia,Simon & Garfunkel,USSM16900181,73
5EYBryPOgIEPB7r5QIy6eG,Fallin' All In You,Shawn Mendes,USUM71804960,70
543bCW2ruMPmxUBWirQ3MR,Cross Me (feat. Chance the Rapper & PnB Rock),"Ed Sheeran, Chance the Rapper, PnB Rock",GBAHS1900715,57
2TH65lNHgvLxCKXM3apjxI,Callaita,"Bad Bunny, Tainy",QM6N21919851,77
6GSkLS2y4ZnnZsuRAj975K,Project Dreams,"Marshmello, Roddy Ricch",TCADZ1825745,39
2iXdwVdzA0KrI2Q0iZNJbX,Better Together,Jack Johnson,USMC60400027,77
0BgbobvykXxEvxo2HhCuvM,Banana Pancakes,Jack Johnson,USMC60400032,74
0aJrYfARfCKzv6gXjhs4SZ,Upside Down,Jack Johnson,USUG10500591,79
1dnXuEuApvuVqQCn0v9McL,"Sitting, Waiting, Wishing",Jack Johnson,USMC60400026,70
2vXKRlJBXyOcvZYTdNeckS,Lost in the Fire (feat. The Weeknd),"Gesaffelstein, The Weeknd",USQX91803314,84
13XFhaZRfCl1BMp5H8Chqa,Homesick,Dua Lipa,DEUM71601964,43
1uru26I2JKd2mQZt0MDCUe,Empty Space,James Arthur,DEE861805366,57
3XiNC94b4Tq1xwv70sQJGN,Sanguine Paradise,Lil Uzi Vert,USAT21902376,71
1E1uGhNdBe6Dddbgs2KqtZ,Jumpsuit,Twenty One Pilots,USAT21804142,70
5xo1Gj4WTssjQgQ0w03cf2,Jackie And Wilson,Hozier,IEACJ1400141,67
2ZA4uMlSZjaoWGFqP1tsLI,Ordinary People,John Legend,USSM10411915,66
0PG9fbaaHFHfre2gUVo7AN,Please Me,"Cardi B, Bruno Mars",USAT21811659,80
6lvsJDZ7336YmpBzcNGhbe,fOoL fOr YoU,ZAYN,USRC11600394,65
3y3brCCecHC3Db18aIOnny,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","Kygo, Rita Ora",USRC11900838,62
6ZpR2XFuQJSHAQwg9495KZ,Mind (feat. Kai),"Jack Ü, Skrillex, Diplo, kai",USAT21500553,63
2MuMD298IpYqKF367wegUd,Homicide (feat. Eminem),"Logic, Eminem",USUM71908267,1
1JIgaRnqtzS7DuGM3hVZU9,Keanu Reeves,Logic,USUM71900411,0
7njKgVl3AnLflRad38o7AG,Paradise,Bazzi,USAT21901897,0
7DcvwMAiqKJQD1rrdfxSDx,The London (feat. J. Cole & Travis Scott),"Young Thug, J. Cole, Travis Scott",USAT21903320,66
44n97yHySt0Z9rqPaXgjCK,Sorry,Halsey,USUM71702216,3
3hv6ndi7uFT9L9wrhQCsqY,Gucci Flip Flops (feat. Lil Yachty),"Bhad Bhabie, Lil Yachty",USAT21801136,74
3wdfLVUhmX64lIyWIIEW8s,Ice Tray,"Quality Control, Quavo, Lil Yachty",USUM71713649,54
07FkzikE6FuHIa8Ma7zJGc,Lie,NF,USUM71708227,76
7ARveOiD31w2Nq0n5FsSf8,Perfect Places,Lorde,NZUM71700074,73
4j3GWI86JvSaF0BLdmgcfF,Summertime Magic,Childish Gambino,USRC11802726,63
3wScL5W8H40zzCKN0atfBk,Uproar,"Lil Wayne, Swizz Beatz",USUG11802105,66
2KMJ5CoxY4ECG9TZyNWmpv,Heatwave (feat. Akon),"Robin Schulz, Akon",DEA621501129,58
0w5pghaDUcG3hRPJaOHlLc,Chains,Nick Jonas,USUM71411120,50
6FLwmdmW77N1Pxb1aWsZmO,Only Time,Enya,GBAHT0005349,75
1eadPrzB2P0ikQcqhKSAtv,Zombie,Bad Wolves,USDPK1800004,2
2XTquzYQAdT1Hk78bOUwsv,Greatest,Eminem,USUM71813333,60
28FGV3ORH14MYORd7s5dlU,Not Alike (feat. Royce Da 5'9),"Eminem, Royce Da 5'9""",USUM71813339,63
2ndWbjiiNBEOrlfToKlABE,I Will Follow You into the Dark,Death Cab for Cutie,USAT20504677,63
1kQhi22kyluRCnIPAXtxEZ,I Found You (with Calvin Harris),"benny blanco, Calvin Harris",USUM71817583,58
25rc1PFgPvtV6GFSloyOI0,New Level (feat. Future),"A$AP Ferg, Future",USRC11502676,59
7eaKWfov7b2Qa2n6HTesL3,Shabba (feat. A$AP Rocky),"A$AP Ferg, A$AP Rocky",USRC11301000,63
4dVpf9jZjcORqGTLUaeYj9,Plain Jane,A$AP Ferg,USRC11701803,72
5HeKOKc4phmLn8e4I7EkzD,My Blood,Twenty One Pilots,USAT21810686,72
1xd3OqTbx17HutN7RfJOTj,Big Jet Plane,"Alok, Mathieu Koss",NLZ541701149,60
76KDy62J99FKu6ZsxMJy3j,Amor de Verdade,"MC Kekel, MC Rita",BRKO11800053,0
7LClQ0Lm1SqtuxSyDt3ZCv,Pumped Up,Klingande,FR9W11717069,32
3wLPRjw2XQpmowqXUXb3UF,Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,"Bingo Players, Far East Movement",NLC281211858,76
27L8sESb3KR79asDUBu8nW,Stacy's Mom,Fountains Of Wayne,USESC0300016,77
0BBOLOV5JntPL3341swIre,Turn Me On,Kevin Lyttle,USAT20400415,71
05CwHjIk71RXVU40boRMnR,Call You Mine (feat. Bebe Rexha),"The Chainsmokers, Bebe Rexha",USQX91901124,1
70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),"Ed Sheeran, Khalid",GBAHS1900885,73
6fTt0CH2t0mdeB2N9XFG5r,Panini,Lil Nas X,USSM11903948,67
7fODjB7BrQTGqh0hogW6XD,Que Mas Pues - Remix,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",QM9WM1900123,72
6PniMs08lEakpuRp2nsMGv,Asesina - Original mix,"Brytiago, Darell, Barloe Team",ITH641900269,0
6CcJMwBtXByIz4zQLzFkKc,i love you,Billie Eilish,USUM71900773,85
7brQHA2CgQpcMBiOlfiXYb,Afraid,The Neighbourhood,USSM11300889,77
5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,The Neighbourhood,USSM11506747,87
4NSW0Km5ZG60L8FthUebPJ,What I Like About You (feat. Theresa Rex),"Jonas Blue, Theresa Rex",GBUM71900909,62
2XWjPtKdi5sucFYtVav07d,365,"Zedd, Katy Perry",USUM71900881,66
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,USUM71901873,71
0kCBorRrKZkSztd9m0QI3r,Chanel (Go Get It) [feat. Gunna & Lil Baby],"Young Thug, Young Stoner Life, Gunna, Lil Baby",USAT21810482,64
29fRTIKsJhLUJoldM89GZS,You Need To Calm Down,Taylor Swift,USUG11901470,19
1B0BQaSRHxhI0AUlItY3LK,MALAMENTE - Cap.1: Augurio,ROSALÍA,ES5021800275,67
2ksOAxtIxY8yElEWw8RhgK,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",QM6P41952433,75
6moU77g9RQyMzHNuKEaQKq,It's You,Ali Gatie,USWB11901154,0
7KbF6AdprOXEEHlsq11Z6d,11 PM,Maluma,USSD11900166,75
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,"J Balvin, Bad Bunny",USUM71911618,87
0k664IuFwVP557Gnx7RhIl,Juice,Lizzo,USAT21813044,70
6uAm7pG66O1XesXS9bpHSF,Good As Hell,Lizzo,USAT21600354,1
77MsQNnI0Co0UZOkPyuid3,A Solas (Remix),"Lunay, Lyanno, Anuel AA, Brytiago, Alex Rose",QM7281848092,60
5ry2OE6R2zPQFDO85XkgRb,Money In The Grave (Drake ft. Rick Ross),"Drake, Rick Ross",USCM51900318,76
6vBdBCoOhKHiYDDOcorfNo,Goodbyes (Feat. Young Thug),"Post Malone, Young Thug",USUM71912330,3
6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake),"Chris Brown, Drake",USRC11901583,80
51Fjme0JiitpyXKuyQiCDo,Lalala,"Y2K, bbno$",USSM11904230,75
4R8BJggjosTswLxtkw8V7P,No Me Conoce - Remix,"JHAYCO, J Balvin, Bad Bunny",USUM71908293,6
1kBbgxAUc4HQv7cgIayIDH,Ransom,Lil Tecca,QZ85M1940160,2
5tdKaKLnC4SgtDZ6RlWeal,How Will I Know,Whitney Houston,USAR18500150,76
31er9IGsfFbwqy1pH4aiTP,I Have Nothing,Whitney Houston,USAR10300965,77
0mjAU3yKR1QnXnHtjGJqTM,Rescue Me,OneRepublic,USUM71907507,68
6osaMSJh9NguagEDQcZaKx,Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin, Tyga",USUG11901580,77
1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,Elton John,GBALX8300190,85
5SehvGGC53A7SZKCLXQcyt,Nico and the Niners,Twenty One Pilots,USAT21804144,69
4jnFqNWeJCeCRHc4HCdxfd,Remember the Time,Michael Jackson,USSM10020715,78
03x2rVJRFUrvwlfxoHd9Mo,Just You and I,Tom Walker,GBARL1801758,66
02itaCXOdC54J0ISjqqFAp,All Around The World (La La La),"R3HAB, A Touch Of Class",NLW4L1900121,74
3yNZ5r3LKfdmjoS3gkhUCT,bad guy (with Justin Bieber),"Billie Eilish, Justin Bieber",USUM71912813,65
3a9TMd2Yrza6HXqqlfMtfy,Est-ce que tu m'aimes ? - Pilule bleue,GIMS,FR7U61400632,79
25ZAibhr3bdlMCLmubZDVt,QUE PRETENDES,"J Balvin, Bad Bunny",USUM71912318,82
6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,Sam Smith,GBUM71902381,70
0vrmHPfoBadXVr2n0m1aqZ,Heaven,Avicii,SE5R71900203,69
1iWHabUgUuuKLBa0TzTHfk,"A Whole New World (End Title) - From ""Aladdin""","ZAYN, Zhavia",USWD11993075,66
6kjKRa91zikS6ZOL2Rt1QF,Entertainer,ZAYN,USRC11802219,0
7mWFF4gPADjTQjC97CgFVt,Baila Baila Baila - Remix,"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA",QM6MZ1955291,75
4hPpVbbakQNv8YTHYaOJP4,One Thing Right,"Marshmello, Kane Brown",US6XF1800275,10
4PkIDTPGedm0enzdvilLNd,Sixteen,Ellie Goulding,GBUM71901344,56
6liNJDyWJjyHAgDnAX95bw,Fire and the Flood,Vance Joy,USAT21502316,8
5153LWKMJiMNIRCChGN4Ja,Hands,"Mike Perry, The Vamps, Sabrina Carpenter",GBUM71701851,0
7lozLnUfzcgEpMMVQI7yhA,Why,Bazzi,USAT21800210,69
5e9aFSdnkQUrm5y8Dhw0qN,Might Not,"Belly, The Weeknd",CACA61500009,65
2JI71GHwq2LN8mtq3iCLYo,CoCo,O.T. Genasis,USAT21404491,62
0Zp10WiPeEi6EUJZvWcNT9,Mad Love,Mabel,GBUM71902039,0
3szf2z1Cy1QMrtHrbn8rz9,Elevate,Drake,USCM51800196,60
5Psnhdkyanjpgc2P8A5TSM,Emotionless,Drake,USCM51800199,66
1dUHF4RyMmMTveJ0Rby6Xm,Can’t Take A Joke,Drake,USCM51800215,66
2WyRfGeHo97VC5mP1BBSzr,Mother's Daughter,Miley Cyrus,USRC11901529,2
3M9Apu4OZfylLTFKvgEtKa,Ritual,"Tiësto, Jonas Blue, Rita Ora",CYA111900146,63
1nMYtxDrONcoGnKRvxTwPv,i miss the old u,blackbear,USLD91700849,0
13JyykwyYQ3T5QxxL34ukQ,chateau,blackbear,USLD91700855,0
2SMn57cBVxoD4TArscpovk,Islands,The xx,GBBKS0900198,0
7p4vHnYXkxlzvfePJVpcTr,Feels Like Summer,Childish Gambino,USRC11802773,74
1DhRbox3xkceP64k3JeYfW,Antisocial (with Travis Scott),"Ed Sheeran, Travis Scott",GBAHS1900966,63
4QIo4oxwzzafcBWkKjDpXY,xanny,Billie Eilish,USUM71900765,73
7qEKqBCD2vE5vIBsrUitpD,ilomilo,Billie Eilish,USUM71900771,77
0tMSssfxAL2oV8Vri0mFHE,listen before i go,Billie Eilish,USUM71900772,78
43wzy7JxMEfvCh8ZFeZKYk,Right Now,"Nick Jonas, Robin Schulz",USUM71810623,58
7sziTn5nHwrWf4K7gISaaU,Summer Paradise (feat. Sean Paul) - Single Version,"Simple Plan, Sean Paul",USAT21200343,65
4fPBB44eDH71YohayI4eKV,You Only Live Once,The Strokes,USRC10503559,72
3GJjiToqnCxTm5rOaqoxdi,Chasing Highs,ALMA,FIPEB1700041,53
4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B),"Ed Sheeran, Camila Cabello, Cardi B",GBAHS1900714,74
1dGr1c8CrMLDpV6mPbImSI,Lover,Taylor Swift,USUG11901473,86
42bbDWZ8WmXTH7PkYAlGLu,Hold My Girl,George Ezra,GBARL1701376,73
059bcIhyc2SBwm6sw2AZzd,Te Vi,"Piso 21, Micro TDH",MXF151800454,78
04cd1MHVq1D8v1nuTZoCdv,Puntos Suspensivos,Piso 21,MXF151800123,72
2xw9PXlt8IaCWZjfpJ2HPL,Oh Child,"Robin Schulz, Piso 21",DEA621800797,47
4U0p10TUdRyhQ06ZqGAtxx,Undead,Hollywood Undead,USUM70826489,2
4ak7xjvBeBOcJGWFDX9w5n,Rodeo,"Lil Nas X, Cardi B",USSM11903951,63
